id,city,state,latitude,longitude,neighbourhood_cleansed,first_review
7116284,Denver,CO,39.74236,-104.91042,South Park Hill,8/15/2015
7131495,Denver,CO,39.7308,-104.9704,Cheesman Park,8/5/2015
7133070,Denver,CO,39.74824,-105.02133,Jefferson Park,9/28/2015
7149390,Denver,CO,39.74353,-104.91096999999999,South Park Hill,8/24/2015
7181062,Denver,CO,39.7626,-105.04135,West Highland,8/5/2015
7195389,Denver,CO,39.73223,-104.97247,Cheesman Park,11/15/2015
7199544,Denver,CO,39.679109999999994,-104.94945,University Park,8/3/2015
7203437,Denver,CO,39.7124,-104.97808,Speer,7/28/2015
7205120,Denver,CO,39.74256,-104.97765,North Capitol Hill,7/12/2015
7238579,Denver,CO,39.71547,-105.04852,Barnum West,7/27/2015
7247567,Denver,CO,39.73808,-104.92098999999999,Montclair,7/11/2015
7288914,Denver,CO,39.75415,-104.97627,Five Points,9/2/2019
7305805,Denver,CO,39.72129,-104.91326000000001,Hilltop,7/28/2015
7336200,Denver,CO,39.73214,-104.94185,Congress Park,9/25/2015
7348580,Denver,CO,39.71883,-104.98445,Speer,10/6/2015
7349270,Denver,CO,39.75311,-104.91606000000002,North Park Hill,5/16/2016
7350249,Denver,CO,39.71748,-104.94266,Cherry Creek,10/26/2015
7359292,Denver,CO,39.74516,-104.99786,CBD,12/1/2015
7359477,Denver,CO,39.75183,-105.02758,Sloan Lake,7/26/2015
7475742,Denver,CO,39.751059999999995,-105.00011,Union Station,2/27/2016
7479013,Denver,CO,39.75535,-105.03431,Sloan Lake,8/18/2015
7481785,Denver,CO,39.7477,-104.96067,City Park West,8/10/2015
7497461,Denver,CO,39.75855,-105.01221000000001,Highland,7/29/2015
7510774,Denver,CO,39.78543,-105.01365,Chaffee Park,9/7/2015
7515713,Denver,CO,39.766709999999996,-105.00681000000002,Highland,8/3/2015
7557038,Denver,CO,39.74477,-104.97612,North Capitol Hill,8/7/2015
7562368,Denver,CO,39.761140000000005,-105.00816999999999,Highland,12/20/2015
7562963,Denver,CO,39.734120000000004,-104.95371999999999,Congress Park,8/16/2015
7577128,Denver,CO,39.76314,-104.97355,Five Points,8/1/2015
7584529,Denver,CO,39.767140000000005,-104.95976,Cole,1/20/2016
7592378,Denver,CO,39.74848,-104.97018999999999,City Park West,9/23/2015
7594762,Denver,CO,39.766290000000005,-105.00891999999999,Highland,2/14/2016
7600940,Denver,CO,39.76919,-105.02003,Highland,2/29/2016
7603546,Denver,CO,39.75108,-104.99622,Union Station,8/1/2015
7637902,Denver,CO,39.79003,-105.02103000000001,Chaffee Park,6/4/2018
7651907,Denver,CO,39.76171,-105.02037,Highland,8/27/2015
7660810,Denver,CO,39.734609999999996,-104.9613,Cheesman Park,8/12/2015
7663335,Denver,CO,39.740120000000005,-104.98369,North Capitol Hill,8/6/2015
7744402,Denver,CO,39.7644,-105.01847,Highland,1/3/2016
7763814,Denver,CO,39.75789,-104.97391,Five Points,7/17/2016
7780920,Denver,CO,39.66897,-104.91663,Goldsmith,8/18/2015
7790834,Denver,CO,39.76939,-105.00211999999999,Sunnyside,6/30/2016
7804277,Denver,CO,39.76924,-105.01527,Highland,12/1/2015
7817254,Denver,CO,39.76941,-104.96592,Cole,10/8/2015
7819520,Denver,CO,39.75475,-105.04871999999999,Sloan Lake,8/23/2015
7826191,Denver,CO,39.76585,-104.97613,Five Points,9/25/2015
7843605,Denver,CO,39.737629999999996,-104.97506000000001,Capitol Hill,9/7/2015
7859145,Denver,CO,39.77937,-105.04932,Berkeley,8/18/2015
7882412,Denver,CO,39.77967,-105.03958999999999,Berkeley,5/7/2016
7899712,Denver,CO,39.72269,-104.99521999999999,Baker,8/18/2015
7912052,Denver,CO,39.66107,-104.89098,Hampden,8/24/2015
7919653,Denver,CO,39.749790000000004,-104.97188999999999,City Park West,11/5/2015
7931953,Denver,CO,39.75985,-105.01683999999999,Highland,8/25/2015
7948813,Denver,CO,39.755959999999995,-105.03952,Sloan Lake,9/3/2015
7978362,Denver,CO,39.72975,-104.98163000000001,Capitol Hill,8/27/2015
8051878,Denver,CO,39.73215,-104.97578999999999,Capitol Hill,
8066392,Denver,CO,39.69475,-104.98092,Platt Park,9/5/2015
8071897,Denver,CO,39.75185,-104.96973999999999,Whittier,8/28/2015
8072679,Denver,CO,39.673759999999994,-104.96593999999999,University,11/8/2015
8084258,Denver,CO,39.74095,-104.93941000000001,South Park Hill,9/7/2015
8117043,Denver,CO,39.67042,-104.98438,Rosedale,9/28/2015
8142588,Denver,CO,39.75442,-105.03403999999999,Sloan Lake,8/9/2016
8166027,Denver,CO,39.72838,-104.9677,Country Club,
8183443,Denver,CO,39.75142,-104.99529,Union Station,10/5/2015
8207106,Denver,CO,39.75431,-105.00608000000001,Union Station,10/3/2015
8211278,Denver,CO,39.73225,-104.98892,Civic Center,3/26/2016
8213634,Denver,CO,39.76465,-105.02155,Highland,9/18/2015
8221469,Denver,CO,39.73114,-104.98069,Capitol Hill,9/21/2015
8226466,Denver,CO,39.7584,-105.01601000000001,Highland,10/4/2015
8248031,Denver,CO,39.74606,-104.92298000000001,South Park Hill,9/14/2015
8267327,Denver,CO,39.7809,-104.7551,Gateway - Green Valley Ranch,10/29/2017
8271792,Denver,CO,39.72061,-104.99436999999999,Baker,10/14/2015
8338364,Denver,CO,39.735009999999996,-104.97173000000001,Cheesman Park,10/7/2015
8352843,Denver,CO,39.7142,-104.98695,Speer,11/10/2015
8356699,Denver,CO,39.72927,-104.97457,Capitol Hill,9/27/2015
8366762,Denver,CO,39.73963,-104.97986999999999,Capitol Hill,10/4/2015
8372001,Denver,CO,39.76925,-105.01645,Highland,9/20/2015
8390543,Denver,CO,39.735409999999995,-104.97823999999999,Capitol Hill,9/18/2015
8410937,Denver,CO,39.71972,-105.0519,Barnum West,9/29/2015
8411050,Denver,CO,39.720079999999996,-105.05228000000001,Barnum West,9/28/2015
8420315,Denver,CO,39.665,-105.06226000000001,Bear Valley,11/25/2015
8427693,Denver,CO,39.77408,-105.01205,Sunnyside,1/9/2016
8444190,Denver,CO,39.72295,-104.98606000000001,Speer,12/23/2015
8452767,Denver,CO,39.74982,-105.02821000000002,Sloan Lake,10/4/2015
8474753,Denver,CO,39.76343,-105.04005,West Highland,9/21/2015
8482535,Denver,CO,39.6368,-104.88621,Hampden South,2/10/2017
8487877,Denver,CO,39.753240000000005,-105.02313999999998,Jefferson Park,9/25/2015
8520978,Denver,CO,39.729079999999996,-105.00118,Lincoln Park,7/23/2017
8541446,Denver,CO,39.77214,-105.03283,Berkeley,6/8/2017
8555795,Denver,CO,39.72885,-105.00116000000001,Lincoln Park,3/12/2016
8556263,Denver,CO,39.76307,-105.00703999999999,Highland,4/8/2017
8566977,Denver,CO,39.70913,-104.98061000000001,Washington Park West,10/6/2015
8596825,Denver,CO,39.78845,-104.74144,Gateway - Green Valley Ranch,6/29/2016
8606580,Denver,CO,39.753040000000006,-104.96218,Whittier,12/17/2017
8623055,Denver,CO,39.75229,-105.03663999999999,Sloan Lake,11/20/2015
8627368,Denver,CO,39.73471,-104.94383,Congress Park,10/13/2015
8632521,Denver,CO,39.75493,-105.00866,Highland,7/13/2018
8649742,Denver,CO,39.74734,-104.99645,CBD,10/11/2015
8650761,Denver,CO,39.71349,-104.9856,Speer,11/28/2015
8671797,Denver,CO,39.75254,-104.96983999999999,Whittier,3/1/2016
8680784,Denver,CO,39.76102,-104.96816000000001,Whittier,10/15/2015
8686305,Denver,CO,39.759240000000005,-104.88371000000001,Stapleton,10/11/2015
8718728,Denver,CO,39.76432,-104.93186000000001,Northeast Park Hill,11/6/2015
8721578,Denver,CO,39.756679999999996,-104.90581999999999,North Park Hill,10/13/2015
8732215,Denver,CO,39.72813,-104.94892,Congress Park,11/9/2015
8739814,Denver,CO,39.753609999999995,-105.02094,Jefferson Park,10/16/2015
8741171,Denver,CO,39.63086,-104.91105,Southmoor Park,6/27/2016
8752443,Denver,CO,39.72681,-104.97865,Speer,3/12/2017
8760285,Denver,CO,39.77315,-105.00719,Sunnyside,10/20/2015
8797683,Denver,CO,39.747370000000004,-105.03742,Sloan Lake,11/19/2015
8800911,Denver,CO,39.72622,-104.98235,Speer,10/30/2015
8829680,Denver,CO,39.73493,-104.9992,Lincoln Park,11/15/2015
8835660,Denver,CO,39.79423,-104.74629,Gateway - Green Valley Ranch,8/18/2017
8846043,Denver,CO,39.747659999999996,-104.96065,City Park West,10/17/2015
8846169,Denver,CO,39.74755,-104.96125,City Park West,10/20/2015
8860548,Denver,CO,39.73377,-104.98411000000002,Capitol Hill,12/21/2015
8878393,Denver,CO,39.75377,-104.96105,Whittier,
8884899,Denver,CO,39.73469,-104.9872,Capitol Hill,11/20/2015
8900843,Denver,CO,39.72017,-104.99743000000001,Baker,4/9/2016
8941796,Denver,CO,39.7509,-105.02911999999999,Sloan Lake,2/15/2016
8951180,Denver,CO,39.753209999999996,-105.02996,Sloan Lake,11/14/2015
8954951,Denver,CO,39.76574,-104.97466000000001,Five Points,5/21/2017
8954954,Denver,CO,39.76766,-105.04508999999999,West Highland,1/3/2018
8965601,Denver,CO,39.74825,-105.02215,Jefferson Park,1/18/2016
8969110,Denver,CO,39.76676,-104.98118000000001,Five Points,12/1/2015
8974241,Denver,CO,39.77147,-105.00068,Sunnyside,6/9/2017
8975932,Denver,CO,39.76625,-104.98227,Five Points,
8989473,Denver,CO,39.73287,-104.98315,Capitol Hill,
9007299,Denver,CO,39.73065,-104.97583,Capitol Hill,
9009513,Denver,CO,39.76497,-105.01733999999999,Highland,12/6/2015
9010867,Denver,CO,39.763490000000004,-105.00636999999999,Highland,12/24/2015
9011715,Denver,CO,39.76737,-105.00523000000001,Highland,
9032492,Denver,CO,39.75338,-104.89562,Stapleton,2/28/2016
9032837,Denver,CO,39.73645,-104.96961,Cheesman Park,
9042367,Denver,CO,39.64632,-105.05333999999999,Fort Logan,11/21/2015
9062588,Denver,CO,39.76076,-104.97511000000002,Five Points,11/1/2015
9080234,Denver,CO,39.67525,-104.98616000000001,Rosedale,11/17/2015
9080518,Denver,CO,39.75468,-104.9662,Whittier,1/28/2018
9093901,Denver,CO,39.74855,-105.02292,Jefferson Park,12/21/2015
9108143,Denver,CO,39.758359999999996,-104.9802,Five Points,12/8/2015
9110380,Denver,CO,39.759879999999995,-105.02968,West Highland,5/31/2016
9110814,Denver,CO,39.65832,-104.92653999999999,University Hills,12/16/2015
9135545,Denver,CO,39.76617,-105.05323,West Highland,10/29/2015
9153971,Denver,CO,39.74523,-104.97756000000001,North Capitol Hill,8/12/2018
9154399,Denver,CO,39.749759999999995,-105.00133000000001,Union Station,6/14/2016
9165337,Denver,CO,39.725559999999994,-104.99816000000001,Baker,12/2/2015
9165891,Denver,CO,39.7582,-105.01591,Highland,11/12/2015
9169151,Denver,CO,39.75152,-105.03918,Sloan Lake,11/9/2015
9169634,Denver,CO,39.67087,-104.98872,Overland,12/31/2015
9173434,Denver,CO,39.75806,-104.92584,North Park Hill,12/19/2015
9201317,Denver,CO,39.7723,-104.99936000000001,Sunnyside,11/14/2015
9215811,Denver,CO,39.73386,-104.89381999999999,East Colfax,11/11/2015
9237825,Denver,CO,39.77048,-105.0105,Sunnyside,4/11/2016
9250245,Denver,CO,39.752559999999995,-104.98796000000002,Five Points,1/2/2016
9273796,Denver,CO,39.76678,-104.94313999999999,Clayton,11/16/2015
9296960,Denver,CO,39.75715,-104.92546999999999,North Park Hill,11/14/2015
9314736,Denver,CO,39.75933,-105.0461,West Highland,11/14/2015
9324713,Denver,CO,39.76051,-104.9784,Five Points,12/4/2015
9330036,Denver,CO,39.714009999999995,-104.98855,Baker,
9349955,Denver,CO,39.7178,-105.03837,Barnum,12/25/2015
9362091,Denver,CO,39.728590000000004,-104.9561,Congress Park,12/28/2015
9362272,Denver,CO,39.75851,-104.89081999999999,Stapleton,4/30/2016
9363996,Denver,CO,39.76177,-105.02921,West Highland,1/8/2016
9372481,Denver,CO,39.671170000000004,-104.98895,Overland,1/31/2016
9388362,Denver,CO,39.73559,-105.00023,Lincoln Park,1/30/2016
9389531,Denver,CO,39.74872,-104.96441999999999,City Park West,5/31/2016
9409220,Denver,CO,39.76275,-105.0263,West Highland,5/24/2016
9409334,Denver,CO,39.733059999999995,-104.97482,Capitol Hill,
9428199,Denver,CO,39.75394,-104.99265,Five Points,2/1/2016
9433028,Denver,CO,39.7608,-104.96898,Whittier,1/15/2016
9445553,Denver,CO,39.76766,-105.05248999999999,West Highland,11/23/2015
9462238,Denver,CO,39.75895,-104.93248,North Park Hill,12/11/2015
9471950,Denver,CO,39.750840000000004,-104.98193,Five Points,12/13/2015
9474354,Denver,CO,39.73881,-104.94521,Congress Park,8/16/2016
9486988,Denver,CO,39.762159999999994,-105.04899999999999,West Highland,3/13/2016
9496966,Denver,CO,39.74102,-104.97311,City Park West,12/13/2015
9512789,Denver,CO,39.65833,-104.90491999999999,Hampden,12/19/2015
9515084,Denver,CO,39.7488,-104.98836000000001,CBD,11/20/2015
9520316,Denver,CO,39.764309999999995,-105.01852,Highland,1/11/2016
9523086,Denver,CO,39.7653,-105.00998,Highland,11/27/2015
9528868,Denver,CO,39.75691,-105.05242,Sloan Lake,2/15/2016
9532575,Denver,CO,39.70921,-104.98517,Washington Park West,
9548317,Denver,CO,39.67111,-104.94505,University Park,6/9/2019
9591731,Denver,CO,39.67133,-104.98868999999999,Overland,1/1/2016
9596444,Denver,CO,39.75507,-104.96613,Whittier,5/14/2018
9604653,Denver,CO,39.696690000000004,-104.88176999999999,Windsor,1/4/2016
9633450,Denver,CO,39.753890000000006,-105.02248,Jefferson Park,12/1/2015
9652984,Denver,CO,39.73761,-104.97702,Capitol Hill,12/31/2015
9654110,Denver,CO,39.69493,-104.96258,Washington Park,7/6/2016
9665678,Denver,CO,39.727309999999996,-104.99434,Lincoln Park,1/2/2016
9682108,Denver,CO,39.73725,-105.04059,West Colfax,12/27/2015
9710417,Denver,CO,39.72052,-104.97868000000001,Speer,1/30/2016
9731001,Denver,CO,39.79037,-104.77131,Gateway - Green Valley Ranch,6/21/2016
9734548,Denver,CO,39.70041,-104.93105,Washington Virginia Vale,4/5/2016
9770909,Denver,CO,39.72805,-104.99715,Lincoln Park,2/13/2016
9779508,Denver,CO,39.70717,-104.96901000000001,Washington Park,10/30/2016
9795040,Denver,CO,39.75591,-104.99134,Five Points,12/23/2015
9795062,Denver,CO,39.70316,-104.93162,Washington Virginia Vale,12/29/2015
9796646,Denver,CO,39.766690000000004,-105.04319,West Highland,1/5/2016
9797489,Denver,CO,39.74437,-104.93405,South Park Hill,12/29/2015
9842499,Denver,CO,39.76194,-105.03101000000001,West Highland,4/21/2016
9856869,Denver,CO,39.75071,-104.98175,Five Points,
9882614,Denver,CO,39.75408,-104.96574,Whittier,10/30/2016
9883770,Denver,CO,39.74184,-104.92071999999999,South Park Hill,12/12/2017
9982495,Denver,CO,39.67709,-104.99685,Overland,12/30/2015
9997587,Denver,CO,39.75415,-105.02172,Jefferson Park,12/26/2015
10008502,Denver,CO,39.75385,-105.02717,Sloan Lake,12/23/2015
10015153,Denver,CO,39.71608,-104.98215,Speer,1/23/2016
10017182,Denver,CO,39.77687,-105.02126000000001,Sunnyside,12/24/2015
10021154,Denver,CO,39.70369,-105.01131000000001,Athmar Park,
10037506,Denver,CO,39.77902,-105.02231,Sunnyside,2/28/2016
10040421,Denver,CO,39.74223,-104.94814,City Park,4/9/2016
10040454,Denver,CO,39.75401,-104.99923000000001,Union Station,
10061459,Denver,CO,39.7211,-105.0427,Barnum West,4/23/2016
10085578,Denver,CO,39.76101,-104.97863000000001,Five Points,
10088031,Denver,CO,39.67003,-104.98886,Overland,4/1/2016
10102030,Denver,CO,39.73877,-104.948,Congress Park,1/16/2016
10118833,Denver,CO,39.66655,-104.94394,Wellshire,2/6/2016
10140249,Denver,CO,39.76737,-105.04328000000001,West Highland,6/24/2018
10161676,Denver,CO,39.690709999999996,-104.9266,Virginia Village,2/17/2016
10190798,Denver,CO,39.775290000000005,-105.0117,Sunnyside,1/13/2016
10204854,Denver,CO,39.76356,-104.96666,Cole,5/28/2016
10229493,Denver,CO,39.75696,-105.01902,Jefferson Park,
10231339,Denver,CO,39.73292,-104.98231000000001,Capitol Hill,5/2/2016
10237203,Denver,CO,39.73372,-104.94646000000002,Congress Park,2/22/2016
10244515,Denver,CO,39.75009,-104.9259,South Park Hill,1/9/2016
10248217,Denver,CO,39.78055,-105.04003,Berkeley,2/8/2016
10250349,Denver,CO,39.70397,-105.0231,Athmar Park,6/13/2016
10266757,Denver,CO,39.75196,-104.97492,Five Points,2/3/2016
10284327,Denver,CO,39.74153,-104.94638,City Park,3/18/2016
10292703,Denver,CO,39.72101,-104.956,Cherry Creek,3/16/2016
10341836,Denver,CO,39.74692,-104.99598999999999,CBD,
10343072,Denver,CO,39.76859,-105.01103,Highland,2/6/2016
10363495,Denver,CO,39.764509999999994,-105.02011999999999,Highland,1/29/2016
10392038,Denver,CO,39.76283,-104.9474,Clayton,2/7/2016
10392285,Denver,CO,39.743959999999994,-104.9894,CBD,2/28/2016
10401469,Denver,CO,39.729240000000004,-104.979,Capitol Hill,1/16/2016
10415529,Denver,CO,39.6568,-104.91783000000001,Hampden,6/22/2016
10426535,Denver,CO,39.67225,-104.98886999999999,Overland,5/8/2016
10494162,Denver,CO,39.75788,-104.96215,Whittier,1/23/2016
10500808,Denver,CO,39.76863,-105.00008999999999,Highland,2/1/2016
10526349,Denver,CO,39.73826,-104.98225,Capitol Hill,2/29/2016
10545642,Denver,CO,39.76364,-104.94655,Clayton,2/19/2017
10593026,Denver,CO,39.749340000000004,-104.92581000000001,South Park Hill,6/28/2016
10674874,Denver,CO,39.76101,-104.97492,Five Points,6/26/2019
10677661,Denver,CO,39.72051,-104.993,Baker,10/23/2016
10704273,Denver,CO,39.75391,-105.04301000000001,Sloan Lake,7/4/2017
10706175,Denver,CO,39.74334,-104.97863999999998,North Capitol Hill,
10709107,Denver,CO,39.773720000000004,-104.75231,Gateway - Green Valley Ranch,3/8/2016
10730155,Denver,CO,39.75127,-104.96405,Whittier,8/7/2016
10747925,Denver,CO,39.7352,-104.97442,Capitol Hill,4/11/2016
10828998,Denver,CO,39.74762,-104.98331,Five Points,4/17/2016
10833777,Denver,CO,39.73226,-104.98088,Capitol Hill,2/5/2017
10927209,Denver,CO,39.752309999999994,-104.99133,Five Points,6/12/2016
10927816,Denver,CO,39.75215,-104.99113,Five Points,8/13/2016
10927867,Denver,CO,39.75284,-104.99136000000001,Five Points,9/23/2016
10927919,Denver,CO,39.753209999999996,-104.99238999999999,Five Points,5/13/2016
10927966,Denver,CO,39.753809999999994,-104.99309,Five Points,5/24/2016
10928009,Denver,CO,39.75226,-104.99083999999999,Five Points,2/28/2016
10946289,Denver,CO,39.71345,-104.98783999999999,Baker,4/11/2016
10995273,Denver,CO,39.771159999999995,-104.96779,Cole,6/16/2016
11037671,Denver,CO,39.75638,-105.05263000000001,Sloan Lake,2/8/2016
11048504,Denver,CO,39.75707,-105.02122,Jefferson Park,2/8/2016
11065664,Denver,CO,39.72289,-104.90709,Hilltop,2/12/2016
11070296,Denver,CO,39.75238,-104.98666000000001,Five Points,2/21/2016
11080835,Denver,CO,39.76749,-104.95406000000001,Clayton,3/3/2016
11119735,Denver,CO,39.76305,-104.97115,Cole,3/20/2016
11120331,Denver,CO,39.764790000000005,-104.97205,Cole,2/15/2016
11123088,Denver,CO,39.75756,-105.02658999999998,Sloan Lake,3/16/2016
11127739,Denver,CO,39.769870000000004,-105.04348,Berkeley,3/12/2016
11139532,Denver,CO,39.763529999999996,-104.9487,Clayton,3/26/2016
11148272,Denver,CO,39.73963,-105.04501,West Colfax,7/17/2016
11191271,Denver,CO,39.74126,-104.96607,City Park West,2/22/2016
11192056,Denver,CO,39.74137,-104.97185,City Park West,2/27/2016
11236853,Denver,CO,39.68895,-104.89895,Indian Creek,4/19/2016
11240044,Denver,CO,39.77854,-104.94893,Elyria Swansea,5/29/2017
11241369,Denver,CO,39.76254,-105.03786000000001,West Highland,3/1/2016
11250449,Denver,CO,39.79095,-105.04826000000001,Regis,4/3/2016
11260243,Denver,CO,39.76232,-105.02008000000001,Highland,6/12/2018
11277311,Denver,CO,39.73683,-104.98135,Capitol Hill,4/22/2016
11280998,Denver,CO,39.7401,-105.03761000000002,West Colfax,2/26/2016
11295273,Denver,CO,39.73235,-104.97431,Capitol Hill,2/28/2016
11295755,Denver,CO,39.73771,-104.96741000000002,Cheesman Park,2/26/2016
11304012,Denver,CO,39.755559999999996,-104.99178,Five Points,4/5/2016
11336016,Denver,CO,39.7388,-104.98251,Capitol Hill,9/25/2016
11338921,Denver,CO,39.75271,-104.98903999999999,Five Points,2/28/2016
11358422,Denver,CO,39.64029,-104.90229,Hampden South,12/4/2016
11370833,Denver,CO,39.766290000000005,-105.01857,Highland,6/6/2016
11377981,Denver,CO,39.65534,-104.92696000000001,University Hills,11/7/2016
11400702,Denver,CO,39.660340000000005,-104.87683999999999,Hampden,
11420270,Denver,CO,39.762229999999995,-104.97446000000001,Five Points,6/11/2016
11469990,Denver,CO,39.71396,-104.98165,Speer,2/29/2016
11482047,Denver,CO,39.74167,-104.96048,City Park West,9/22/2017
11507302,Denver,CO,39.76124,-105.03158,West Highland,4/20/2016
11509014,Denver,CO,39.69923,-104.95898000000001,Belcaro,10/31/2017
11521979,Denver,CO,39.757090000000005,-104.98577,Five Points,5/26/2016
11533087,Denver,CO,39.746179999999995,-104.96242,City Park West,5/24/2016
11554688,Denver,CO,39.70557,-104.92553000000001,Washington Virginia Vale,6/17/2017
11555808,Denver,CO,39.748909999999995,-104.9619,City Park West,3/9/2016
11602011,Denver,CO,39.73659,-104.97200000000001,Cheesman Park,3/19/2016
11603643,Denver,CO,39.69066,-104.97896999999999,Platt Park,
11676326,Denver,CO,39.69471,-104.92612,Virginia Village,6/30/2016
11690656,Denver,CO,39.739329999999995,-104.93338,Hale,5/14/2016
11691732,Denver,CO,39.7165,-104.93494,Hilltop,5/2/2016
11692342,Denver,CO,39.73643,-104.97405,Capitol Hill,4/17/2016
11713844,Denver,CO,39.74276,-104.96717,City Park West,4/17/2016
11722154,Denver,CO,39.755759999999995,-104.95121,Skyland,3/24/2016
11784513,Denver,CO,39.76075,-104.92428999999998,North Park Hill,6/16/2016
11789571,Denver,CO,39.76338,-105.0373,West Highland,9/15/2016
11858289,Denver,CO,39.6959,-104.93508,Virginia Village,3/21/2016
11873653,Denver,CO,39.76936,-104.91169,Northeast Park Hill,
11925553,Denver,CO,39.76571,-104.96118,Cole,4/19/2016
11945010,Denver,CO,39.73393,-104.97357,Capitol Hill,4/23/2016
11972882,Denver,CO,39.70628,-104.96961,Washington Park,
